Date,BTC,BTC Available,BTC Collateral,BTC USD,ETH,ETH Available,ETH Collateral,ETH USD
4/12/2018,13832.39,10250.42,1573.73,96052.25,172828.31,91636.71,95558.5,174956.63
12/29/2017,44481.83,8038.41,3905.33,125722.1,114652.79,156574.23,193579.37,83384.57
9/4/2016,31138.37,10160.85,1739.92,140262.13,194965.14,193431.25,171559.03,107870.89
2/15/2018,2709.1,6676.62,1139.3,122050.43,172897.04,132501.62,151294.84,161822.52
4/24/2017,3212.01,,,134918.12,92432.75,,,126388.24
3/25/2018,1089.9,1005.11,1743.19,153521.94,105066.22,151134.29,110266.37,197651.59
2/25/2017,29399.34,1791.43,6931.07,81397.23,185493.84,83688.94,86100.79,185464.93
2/23/2017,49015.42,7423.68,8402.7,180763.52,110932.23,126882.74,91960.78,156442.89
4/16/2017,19316.5,10232.96,2042.82,129201.06,175303.81,151698.94,178099.1,135682.77
3/22/2018,37379.15,3115.31,1507.91,170434.32,186371.87,130069.29,139622.79,174519.76
4/26/2018,41662.8,1371.5,6521.97,104380.52,91665.22,136535.08,152292.59,136578.76
3/13/2018,28515.87,4549.41,3753.57,99899.19,143212.79,155407.65,168529.85,86373.17
2/22/2017,21985.71,4082.34,8089.71,110421.51,176634.22,102012.07,134743.83,99277.72
10/15/2017,42501.01,10662.66,9897.38,117902.31,131565.28,126027.18,85023.46,164951.7
5/21/2018,48257.49,10972.87,1857.16,111943.89,180567.79,174158.76,160089.05,178673.02
12/27/2017,48053.15,6476.45,3510.4,85056.26,169098.03,167340.33,184738.87,105382.19
7/30/2017,27926.45,5092.4,1738.38,101733.76,90107.57,168810.17,140316.96,179667.27
12/3/2016,48010.63,9640.23,3577.15,120313.64,142892.0,179974.01,176092.55,176944.69
12/11/2016,25565.21,4117.4,9259.88,102386.56,180268.08,99551.15,100692.72,179458.86
5/17/2018,23848.1,6734.59,7197.26,183412.16,102369.98,172799.93,185047.41,172628.36
8/4/2017,4611.38,,,102171.19,140237.94,151210.87,139659.22,114202.75
1/16/2018,21330.25,7483.72,8750.04,112186.58,107477.94,83672.89,121998.51,101155.73
11/23/2017,36424.47,4251.49,9841.61,161111.12,197025.61,192952.34,114666.68,122193.76
2/20/2017,43175.85,3926.73,2245.14,107519.66,127115.36,109521.06,156905.76,103665.41
6/5/2016,27612.95,5751.01,9925.43,133780.84,151973.39,169972.67,181840.25,111682.9
7/12/2016,25545.56,,,129377.13,114102.89,147402.17,104800.62,178003.01
7/15/2017,32565.37,4357.08,8733.44,124147.58,144750.78,178167.29,109175.25,174232.9
11/13/2016,4067.18,5405.13,2797.93,159917.56,142898.81,173702.5,146375.17,150913.33
2/1/2018,25125.95,9495.45,4675.98,130564.2,86965.58,102979.64,101798.13,133891.83
7/24/2016,42414.86,2118.2,7486.14,126914.07,132273.08,175393.54,153977.3,104679.98
1/15/2017,27785.29,2568.47,7446.22,178285.18,183480.08,108218.48,145991.76,174036.38
5/19/2018,28432.59,3436.64,7076.88,90008.04,127376.2,142258.72,117068.32,138444.11
10/4/2016,3205.04,2148.76,2438.08,88218.55,162204.62,190317.09,159398.2,165238.96
10/3/2016,6858.28,,,158151.94,101555.03,174951.01,193405.78,85528.39
3/30/2017,7156.4,9565.52,5872.38,155650.91,122062.23,103588.49,139428.82,158465.95
6/14/2017,23551.76,8312.43,3480.16,148739.4,135422.21,117898.71,163925.0,93902.07
7/8/2017,17233.28,10575.67,5461.64,168935.62,116058.29,116902.1,108368.11,186910.34
8/23/2016,49865.59,11052.8,9604.24,134662.58,192700.18,94513.26,138592.83,164266.59
5/24/2016,15927.64,3483.37,8422.17,120209.56,112941.15,141163.92,174794.06,151742.93
6/3/2017,27595.67,1882.05,3313.51,190838.27,144680.79,187631.56,100143.89,121388.45
1/13/2018,22564.73,3540.79,5919.62,94921.0,172657.58,,,130903.92
1/17/2018,2302.11,8807.97,7731.22,103851.2,126258.44,112239.5,125358.51,135693.43
12/28/2017,16866.52,1800.44,7475.84,101765.49,176666.92,162184.01,127823.42,126622.64
2/5/2018,31453.77,9004.46,6653.52,136107.64,108149.16,190583.1,106437.11,189689.58
4/16/2017,42536.52,11405.89,5274.64,198476.93,160797.07,100653.19,137203.33,98764.5
6/20/2017,40522.48,996.47,1035.41,84694.24,155245.69,144554.1,110851.1,153486.2
7/16/2017,41949.26,4957.68,4788.6,94839.85,100944.74,84261.59,152845.8,97179.99
7/16/2017,20042.4,761.87,4554.89,96348.71,124663.74,146915.3,142304.06,195889.0
5/13/2018,8897.1,6601.57,9808.15,100383.45,100780.85,134037.81,170102.71,90095.37
12/5/2017,10788.5,8762.67,4897.98,140987.62,183074.8,137834.76,154549.0,139729.37
7/17/2017,45144.92,5672.7,2580.99,115454.17,138620.51,179907.41,197026.19,198656.47
10/11/2017,19466.96,7046.54,6172.41,120936.33,184877.85,130682.8,156749.41,190758.84
7/27/2017,19677.75,9008.44,9108.4,129039.09,121389.74,130475.73,186680.49,83024.33
5/20/2018,15123.92,1624.08,7761.47,94777.59,193763.0,158367.0,174665.68,111579.44
5/3/2017,26927.0,6747.64,2059.05,134735.86,128808.87,173257.18,111978.77,154408.3
1/30/2018,36739.03,741.03,1713.16,129287.25,172345.69,105877.11,198790.44,154951.42
2/13/2018,40673.73,11123.58,3256.32,116108.65,184375.35,199705.93,89934.53,125827.78
8/22/2017,44600.94,2741.58,2415.08,128962.07,125939.2,87583.14,153267.56,136403.0
8/9/2016,37956.86,4658.02,2323.8,179119.21,168571.3,133662.7,197845.06,99016.22
7/3/2016,16801.54,2773.61,3353.36,153534.89,96555.76,162362.83,137898.84,120533.0
12/24/2016,8497.95,1364.7,3878.13,131888.4,110049.63,171041.27,181898.6,158144.08
3/20/2017,29502.15,6788.89,7933.79,98576.55,101533.51,159654.45,179140.83,150676.48
2/28/2018,30745.01,,,193891.38,101702.06,117884.81,96824.62,116877.38
2/6/2018,45082.76,1661.89,2398.94,133224.43,89494.72,182797.92,158345.03,195306.68
9/12/2016,27600.68,553.51,6917.72,131968.02,132786.73,156683.7,159446.94,157719.9
1/17/2018,48443.83,5755.86,1493.23,148143.16,159883.26,178979.8,128980.49,194152.78
2/11/2017,46401.34,1536.03,8552.03,97917.61,158695.63,147682.73,187486.35,132657.32
5/26/2016,35498.77,3825.79,1456.57,149112.55,114475.02,140693.52,175945.74,143771.71
1/15/2018,39059.81,2898.6,6509.62,110636.02,85835.54,105738.32,125452.99,191340.51
12/17/2016,16305.33,3008.24,6690.75,142908.36,199956.96,,,188312.11
5/28/2017,32210.81,11444.39,7926.99,170108.43,165151.01,116928.08,126018.24,182706.15
2/15/2018,27684.33,,,89342.2,127232.02,101938.48,152924.89,81365.42
10/22/2016,23916.3,5591.89,8470.31,106905.99,140159.72,,,162617.29
11/9/2016,35041.85,11474.03,5235.08,174082.93,123427.73,139615.76,101171.05,119577.76
12/5/2016,16869.2,6569.13,7247.49,103251.85,177177.96,,,179365.78
7/13/2017,23171.34,7753.13,6857.91,81537.28,100451.79,132293.48,138430.9,152215.92
6/28/2017,37009.55,1882.81,8328.62,124403.27,110400.56,,,156717.84
9/13/2016,2892.24,10169.68,5671.01,96097.1,152710.9,110695.2,83664.49,123336.83
8/8/2016,15087.28,9911.44,8505.13,101834.36,164494.82,100848.61,155743.69,91716.64
11/1/2016,15874.07,6919.53,5357.88,111572.91,99725.49,193693.75,197837.0,105222.08
9/3/2017,43494.41,11785.89,7695.55,107467.1,94267.57,168697.79,119766.87,117458.55
4/21/2017,34412.33,2961.16,7949.94,128318.17,181152.6,134441.54,165153.0,107886.25
10/8/2016,20479.93,9767.66,5358.3,151771.27,174018.9,175327.92,97829.55,177734.81
2/12/2018,49317.42,11947.41,5680.57,122571.33,134673.37,,,192641.3
4/13/2018,24090.89,8784.12,8653.99,119037.23,135863.49,195168.97,173771.0,122592.27
8/22/2017,20833.36,10204.74,8000.61,86939.95,87911.74,175419.69,157863.01,88089.49
12/16/2016,4230.98,2687.62,5901.95,156585.75,176520.93,93707.89,142682.5,132634.53
2/11/2017,17907.68,10236.45,1442.88,122991.49,116912.16,160078.61,86244.52,133792.93
4/26/2017,3807.45,9355.3,3842.73,135947.51,124384.65,121597.35,131482.91,143934.17
2/18/2018,5630.63,,,85761.62,175206.51,196847.9,107819.32,173410.61
